,calories,carbs,category,fat,name,restaurant
0,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
1,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
2,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
3,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
4,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
5,0,0,Drinks,0,A&W® Diet Root Beer,A&W Restaurants
6,350,60,Shakes,10,A&W® Diet Root Beer Float (large),A&W Restaurants
7,170,30,Shakes,5,A&W® Diet Root Beer Float (medium),A&W Restaurants
8,170,30,Shakes,5,A&W® Diet Root Beer Float (small),A&W Restaurants
9,600,92,Shakes,18,A&W® Diet Root Beer Freeze (large),A&W Restaurants
10,340,53,Shakes,10,A&W® Diet Root Beer Freeze (medium),A&W Restaurants
11,260,39,Shakes,8,A&W® Diet Root Beer Freeze (small),A&W Restaurants
12,160,43,Drinks,0,A&W® Root Beer,A&W Restaurants
13,220,58,Drinks,0,A&W® Root Beer,A&W Restaurants
14,270,72,Drinks,0,A&W® Root Beer,A&W Restaurants
15,440,116,Drinks,0,A&W® Root Beer,A&W Restaurants
16,880,232,Drinks,0,A&W® Root Beer,A&W Restaurants
17,1760,464,Drinks,0,A&W® Root Beer,A&W Restaurants
18,640,136,Shakes,10,A&W® Root Beer Float (large),A&W Restaurants
19,350,77,Shakes,5,A&W® Root Beer Float (medium),A&W Restaurants
20,330,70,Shakes,5,A&W® Root Beer Float (small),A&W Restaurants
21,820,150,Shakes,18,A&W® Root Beer Freeze (large),A&W Restaurants
22,480,89,Shakes,10,A&W® Root Beer Freeze (medium),A&W Restaurants
23,370,68,Shakes,8,A&W® Root Beer Freeze (small),A&W Restaurants
24,270,67,Drinks,0,Blue Raspberry Slushee,A&W Restaurants
25,370,91,Drinks,0,Blue Raspberry Slushee,A&W Restaurants
26,570,142,Drinks,0,Blue Raspberry Slushee,A&W Restaurants
27,740,182,Drinks,0,Blue Raspberry Slushee,A&W Restaurants
28,480,62,Sides,27,Breaded Onion Rings (Large),A&W Restaurants
29,350,45,Sides,16,Breaded Onion Rings (Regular),A&W Restaurants
30,340,57,Desserts,9,Caramel Sundae,A&W Restaurants
31,1140,54,Sides,80,Cheese Curds (Large),A&W Restaurants
32,570,27,Sides,40,Cheese Curds (Regular),A&W Restaurants
33,350,26,Entrees,22,Cheese Dog,A&W Restaurants
34,390,50,French Fries,18,Cheese Fries,A&W Restaurants
35,420,37,Burgers,21,Cheeseburger,A&W Restaurants
36,190,51,Drinks,0,Cherry Limeade,A&W Restaurants
37,300,79,Drinks,0,Cherry Limeade,A&W Restaurants
38,340,90,Drinks,0,Cherry Limeade,A&W Restaurants
39,530,138,Drinks,0,Cherry Limeade,A&W Restaurants
40,330,83,Drinks,0,Cherry Slushee,A&W Restaurants
41,450,112,Drinks,0,Cherry Slushee,A&W Restaurants
42,570,141,Drinks,0,Cherry Slushee,A&W Restaurants
43,900,224,Drinks,0,Cherry Slushee,A&W Restaurants
44,500,32,Chicken,29,Chicken Strips- 3 pieces,A&W Restaurants
45,190,22,Sides,6,Chili,A&W Restaurants
46,410,52,French Fries,17,Chili Cheese Fries,A&W Restaurants
47,370,49,French Fries,15,Chili Fries,A&W Restaurants
48,490,68,Desserts,30,Chocolate Fudge Blendrrr,A&W Restaurants
49,560,92,Desserts,32,Chocolate Fudge Blendrrr,A&W Restaurants
50,1010,152,Desserts,59,Chocolate Fudge Blendrrr,A&W Restaurants
51,880,125,Shakes,36,Chocolate Milkshake (medium),A&W Restaurants
52,700,100,Shakes,29,Chocolate Milkshake (small),A&W Restaurants
53,320,53,Desserts,8,Chocolate Sundae,A&W Restaurants
54,380,28,Entrees,23,Coney (Chili) Cheese Dog,A&W Restaurants
55,340,26,Entrees,20,Coney (Chili) Dog,A&W Restaurants
56,280,32,Sides,13,Corn Dog Nuggets® (Regular),A&W Restaurants
57,180,20,Sides,8,Corn Dog Nuggets® (Small/ Kids),A&W Restaurants
58,550,52,Chicken,25,Crispy Chicken Sandwich,A&W Restaurants
59,340,34,Seafood,19,Crunchy Shrimp,A&W Restaurants
60,170,2,Sides,12,Extra Burger Patty,A&W Restaurants
61,430,61,French Fries,17,French Fries (Large),A&W Restaurants
62,310,45,French Fries,12,French Fries (Regular),A&W Restaurants
63,200,28,French Fries,8,French Fries (Small/ Kids),A&W Restaurants
64,400,31,Chicken,15,Grilled Chicken Sandwich,A&W Restaurants
65,380,33,Burgers,19,Hamburger,A&W Restaurants
66,310,23,Entrees,19,Hot Dog (plain),A&W Restaurants
67,350,54,Desserts,11,Hot Fudge Sundae,A&W Restaurants
68,330,82,Drinks,0,Lemon Slushee,A&W Restaurants
69,440,110,Drinks,0,Lemon Slushee,A&W Restaurants
70,560,139,Drinks,0,Lemon Slushee,A&W Restaurants
71,890,221,Drinks,0,Lemon Slushee,A&W Restaurants
72,280,69,Drinks,0,Lime Slushee,A&W Restaurants
73,380,94,Drinks,0,Lime Slushee,A&W Restaurants
74,480,119,Drinks,0,Lime Slushee,A&W Restaurants
75,770,188,Drinks,0,Lime Slushee,A&W Restaurants
76,140,38,Drinks,0,Limeade,A&W Restaurants
77,210,55,Drinks,0,Limeade,A&W Restaurants
78,250,66,Drinks,0,Limeade,A&W Restaurants
79,390,103,Drinks,0,Limeade,A&W Restaurants
80,710,107,Desserts,25,M&M’s® Polar Swirl®,A&W Restaurants
81,610,137,Shakes,9,Orange Float (large),A&W Restaurants
82,340,81,Shakes,4.5,Orange Float (medium),A&W Restaurants
83,320,74,Shakes,4.5,Orange Float (small),A&W Restaurants
84,600,142,Shakes,10,Orange Freeze (medium),A&W Restaurants
85,970,223,Shakes,18,Orange Freeze (medium),A&W Restaurants
86,450,108,Shakes,8,Orange Freeze (small),A&W Restaurants
87,340,56,Desserts,12,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
88,430,72,Desserts,15,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
89,650,109,Desserts,21,Oreo® Cookies & Cream Blendrrr,A&W Restaurants
90,690,107,Desserts,24,Oreo® Polar Swirl®,A&W Restaurants
91,530,39,Burgers,30,Original Bacon Cheeseburger,A&W Restaurants
92,760,45,Burgers,45,Original Bacon Double Cheeseburger,A&W Restaurants
93,680,44,Burgers,38,Original Double Cheeseburger,A&W Restaurants
94,690,44,Burgers,39,Papa Burger®,A&W Restaurants
95,470,38,Burgers,25,Papa Single Burger,A&W Restaurants
96,400,85,Shakes,6,Pineapple Banana Smoothee,A&W Restaurants
97,480,104,Shakes,6,Pineapple Banana Smoothee,A&W Restaurants
98,750,160,Shakes,10,Pineapple Banana Smoothee,A&W Restaurants
99,700,103,Desserts,41,Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants
100,710,108,Desserts,41,Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants
101,1360,203,Desserts,79,Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants
102,740,97,Desserts,31,Reese’s® Polar Swirl®,A&W Restaurants
103,390,78,Shakes,6,Strawberry Banana Smoothee,A&W Restaurants
104,420,86,Shakes,6,Strawberry Banana Smoothee,A&W Restaurants
105,680,137,Shakes,10,Strawberry Banana Smoothee,A&W Restaurants
106,230,58,Drinks,0,Strawberry Limeade,A&W Restaurants
107,290,75,Drinks,0,Strawberry Limeade,A&W Restaurants
108,420,105,Drinks,0,Strawberry Limeade,A&W Restaurants
109,560,143,Drinks,0,Strawberry Limeade,A&W Restaurants
110,840,113,Shakes,36,Strawberry Milkshake (medium),A&W Restaurants
111,670,90,Shakes,29,Strawberry Milkshake (small),A&W Restaurants
112,360,70,Shakes,6,Strawberry Smoothee,A&W Restaurants
113,370,74,Shakes,6,Strawberry Smoothee,A&W Restaurants
114,610,121,Shakes,10,Strawberry Smoothee,A&W Restaurants
115,300,47,Desserts,8,Strawberry Sundae,A&W Restaurants
116,260,41,Desserts,7,Vanilla Cone (large),A&W Restaurants
117,200,32,Desserts,5,Vanilla Cone (regular),A&W Restaurants
118,900,121,Shakes,39,Vanilla Milkshake (medium,A&W Restaurants
119,720,97,Shakes,31,Vanilla Milkshake (small),A&W Restaurants
120,270,73,Drinks,0,Watermelon Slushee,A&W Restaurants
121,360,99,Drinks,0,Watermelon Slushee,A&W Restaurants
122,460,124,Drinks,0,Watermelon Slushee,A&W Restaurants
123,720,197,Drinks,0,Watermelon Slushee,A&W Restaurants
124,390,35,Sides,21,Add Fried Shrimp,Applebee's
125,230,2,Sides,17,Add Grilled Shrimp,Applebee's
126,2375,169,Appetizers,162,Appetizer Sampler,Applebee's
127,630,33,Salads,43,"Apple Walnut Chicken Salad, Half",Applebee's
128,350,15,Salads,20,"Apple Walnut Chicken Salad, Half w/o dressing",Applebee's
129,1030,54,Salads,67,"Apple Walnut Chicken Salad, Regular",Applebee's
130,470,18,Salads,22,"Apple Walnut Chicken Salad, Regular w/o dressing",Applebee's
131,180,12,Salads,15,Applebee’s House Salad,Applebee's
132,180,12,Salads,15,Applebee’s House Salad (without dressing),Applebee's
133,130,59,Drinks,0,Applebee’s Limeades,Applebee's
134,1140,49,Sandwiches,81,Applebee’s Reuben,Applebee's
135,630,25,Sandwiches,47,Applebee’s Reuben,Applebee's
136,1115,92,Ribs,55,Applebee’s Riblets Basket,Applebee's
137,1705,134,Ribs,86,Applebee’s Riblets Platter,Applebee's
138,380,25,Entrees,14,Asiago Peppercorn Steak,Applebee's
139,380,25,Entrees,14,Asiago Peppercorn Steak w/sides,Applebee's
140,970,51,Burgers,60,Bacon Cheddar Cheeseburger,Applebee's
141,750,50,Sandwiches,33,Bacon Cheese Chicken Grill,Applebee's
142,430,42,Sides,28,Baked Potato,Applebee's
143,420,27,Soups,32,Baked Potato Soup,Applebee's
144,360,20,Soups,28,Baked Potato Soup,Applebee's
145,1030,90,Burgers,48,BBQ Pulled Pork Sliders,Applebee's
146,190,21,Soups,9,Black Bean Soup,Applebee's
147,740,54,Sandwiches,42,Blackened Tilapia Sandwich,Applebee's
148,1310,176,Desserts,63,Blue Ribbon Brownie,Applebee's
149,1160,66,Appetizers,69,"Boneless Wings, Classic Buffalo",Applebee's
150,1250,16,Appetizers,55,"Boneless Wings, Honey BBQ",Applebee's
151,1170,67,Appetizers,69,"Boneless Wings, Hot Buffalo",Applebee's
152,1110,83,Appetizers,55,"Boneless Wings, Southern BBQ",Applebee's
153,1150,90,Appetizers,55,"Boneless Wings, Sweet & spicy sauce",Applebee's
154,750,31,Entrees,45,Bourbon Street Chicken & Shrimp,Applebee's
155,760,35,Entrees,44,Bourbon Street Steak,Applebee's
156,290,22,Sides,19,Breadstick,Applebee's
157,340,19,Soups,26,Broccoli Cheddar Soup,Applebee's
158,280,12,Soups,23,Broccoli Cheddar Soup,Applebee's
159,360,49,Desserts,17,Brownie Bite,Applebee's
160,850,56,Chicken,42,Bruschetta Chicken,Applebee's
161,740,45,Salads,44,"Bruschetta Chicken Salad, Half",Applebee's
162,580,40,Salads,30,"Bruschetta Chicken Salad, Half w/o dressing",Applebee's
163,1110,67,Salads,66,"Bruschetta Chicken Salad, Regular",Applebee's
164,790,56,Salads,36,"Bruschetta Chicken Salad, Regular w/o dressing",Applebee's
165,220,8,Salads,19,Caesar Salad,Applebee's
166,1170,95,Entrees,69,Cajun Shrimp Pasta,Applebee's
167,500,16,Salads,42,"California Shrimp Salad, Half",Applebee's
168,330,14,Salads,23,"California Shrimp Salad, Half w/o dressing",Applebee's
169,740,21,Salads,61,"California Shrimp Salad, Regular",Applebee's
170,380,16,Salads,24,"California Shrimp Salad, Regular w/o dressing",Applebee's
171,970,60,Sandwiches,55,California Turkey Club,Applebee's
172,1130,85,Appetizers,87,Cheese Quesadilla Grande,Applebee's
173,940,52,Burgers,58,Cheeseburger,Applebee's
174,1270,82,Burgers,82,Cheeseburger Sliders,Applebee's
175,1330,83,Burgers,87,Cheeseburger Sliders add bacon,Applebee's
176,1330,83,Burgers,87,Cheeseburger Sliders with Applewood Smoked Bacon,Applebee's
177,350,28,Sides,20,Cheesy Corn,Applebee's
178,1350,111,Entrees,72,Chicken Broccoli Pasta Alfredo,Applebee's
179,310,8,Salads,20,Chicken Caesar Salad,Applebee's
180,850,63,Sandwiches,62,Chicken Fajita Rollup,Applebee's
181,560,45,Sandwiches,41,Chicken Fajita Rollup,Applebee's
182,1440,107,Entrees,82,Chicken Fettuccine Carbonara,Applebee's
183,1230,112,Chicken,59,Chicken Fried Chicken,Applebee's
184,1260,118,Entrees,61,"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",Applebee's
185,160,17,Soups,4,Chicken Noodle Soup,Applebee's
186,110,11,Soups,3,Chicken Noodle Soup,Applebee's
187,1690,130,Chicken,95,Chicken Parmesan Stack,Applebee's
188,1290,90,Appetizers,90,Chicken Quesadilla Grande,Applebee's
189,102,85,Chicken,60,Chicken Tenders Basket,Applebee's
190,1320,107,Chicken,78,Chicken Tenders Platter,Applebee's
191,180,18,Soups,8,Chicken Tortilla Soup,Applebee's
192,140,12,Soups,7,Chicken Tortilla Soup,Applebee's
193,310,10,Soups,26,Chili,Applebee's
194,370,16,Soups,28,Chili,Applebee's
195,550,59,French Fries,33,"Chili Cheese Fries, Side",Applebee's
196,1680,134,Appetizers,107,Chili Cheese Nachos,Applebee's
197,960,106,Appetizers,53,Chips and Spicy Chipotle Lime Salsa,Applebee's
198,154,210,Desserts,74,Chocolate Chip Cookie Sundae,Applebee's
199,450,42,Desserts,31,Chocolate Mousse Shooter,Applebee's
200,350,22,Soups,24,Clam Chowder,Applebee's
201,290,16,Soups,20,Clam Chowder,Applebee's
202,1150,77,Sandwiches,67,Classic Club House Grill,Applebee's
203,710,8,Appetizers,49,"Classic Wings, Classic Buffalo",Applebee's
204,790,59,Appetizers,35,"Classic Wings, Honey BBQ",Applebee's
205,720,9,Appetizers,49,"Classic Wings, Hot Buffalo",Applebee's
206,660,25,Appetizers,35,"Classic Wings, Southern BBQ",Applebee's
207,690,32,Appetizers,35,"Classic Wings, Sweet & spicy sauce",Applebee's
208,140,15,Sides,9,Cole Slaw,Applebee's
209,1180,77,Burgers,70,Cowboy Burger,Applebee's
210,1520,208,Chicken,53,Crispy Orange Chicken,Applebee's
211,1290,181,Appetizers,56,Crunchy Onion Rings,Applebee's
212,530,63,Sides,28,"Crunchy Onion Rings, Side",Applebee's
213,915,109,Shakes,46,Decadent Shakes,Applebee's
214,1280,133,Seafood,69,Double Crunch Shrimp,Applebee's
215,1345,95,Ribs,72,Double-Glazed Baby Back Ribs,Applebee's
216,935,88,Ribs,49,Double-Glazed Baby Back Ribs – Half Rack,Applebee's
217,1160,94,Chicken,67,Fiesta Lime Chicken®,Applebee's
218,1100,53,Burgers,73,Fire Pit Bacon Burger,Applebee's
219,1300,77,Entrees,82,Florentine Ravioli with Chicken,Applebee's
220,840,75,Burgers,49,French Dip Sliders,Applebee's
221,590,50,Burgers,36,French Dip Sliders,Applebee's
222,260,16,Soups,14,French Onion Soup,Applebee's
223,90,24,Sides,0,"Fresh Fruit, Side",Applebee's
224,380,20,Salads,27,Fried Chicken Salad,Applebee's
225,530,26,Salads,42,"Fried Chicken Salad, Half",Applebee's
226,310,12,Salads,23,"Fried Chicken Salad, Half w/o dressing",Applebee's
227,980,50,Salads,79,"Fried Chicken Salad, Regular",Applebee's
228,540,23,Salads,42,"Fried Chicken Salad, Regular w/o dressing",Applebee's
229,150,22,Sides,5,Fried Red Potatoes,Applebee's
230,390,53,French Fries,18,"Fries, Side",Applebee's
231,390,53,Kid's Meals,18,"Fries, Side",Applebee's
232,255,64,Drinks,0,Frozen Lemonades,Applebee's
233,690,61,Seafood,29,Garlic Herb Salmon,Applebee's
234,330,38,Sides,18,Garlic Mashed Potatoes,Applebee's
235,410,12,Salads,29,"Grilled Chicken Caesar, Half",Applebee's
236,180,10,Salads,5,"Grilled Chicken Caesar, Half w/o dressing",Applebee's
237,820,25,Salads,57,"Grilled Chicken Caesar, Regular",Applebee's
238,370,21,Salads,10,"Grilled Chicken Caesar, Regular w/o dressing",Applebee's
239,590,58,Appetizers,24,Grilled Chicken Wonton Tacos,Applebee's
240,470,30,Entrees,16,Grilled Dijon Chicken & Portobellos,Applebee's
241,470,30,Chicken,16,Grilled Dijon Chicken & Portobellos,Applebee's
242,370,56,Seafood,4.5,Grilled Shrimp & Island Rice,Applebee's
243,260,20,Salads,15,Grilled Shrimp ‘N Spinach Salad,Applebee's
244,620,33,Salads,44,"Grilled Shrimp ‘N Spinach Salad, Half",Applebee's
245,460,12,Salads,35,"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",Applebee's
246,1010,63,Salads,69,"Grilled Shrimp ‘N Spinach Salad, Regular",Applebee's
247,680,20,Salads,51,"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",Applebee's
248,460,13,Salads,34,"Grilled Steak Caesar, Half",Applebee's
249,230,11,Salads,10,"Grilled Steak Caesar, Half w/o dressing",Applebee's
250,910,25,Salads,68,"Grilled Steak Caesar, Regular",Applebee's
251,460,21,Salads,21,"Grilled Steak Caesar, Regular w/o dressing",Applebee's
252,790,50,Burgers,46,Hamburger,Applebee's
253,1570,108,Seafood,106,Hand-Battered Fish & Chips,Applebee's
254,860,63,Sandwiches,58,Hand-Battered Fish Sandwich,Applebee's
255,1000,87,Sandwiches,42,Honey BBQ Chicken Sandwich,Applebee's
256,350,43,Desserts,18,Hot Fudge Sundae Shooter,Applebee's
257,120,9,Salads,8,House Salad,Applebee's
258,310,0,Entrees,13,House Sirloin,Applebee's
259,250,0,Entrees,12,House Sirloin,Applebee's
260,140,0,Kid's Meals,7,Kids 4oz Sirloin Steak,Applebee's
261,70,17,Kid's Meals,0,Kids Apple Juice (6.75 oz),Applebee's
262,50,27,Kid's Meals,0,Kids Applesauce side,Applebee's
263,220,5,Kid's Meals,22,Kids Celery side with Dressing,Applebee's
264,550,44,Kid's Meals,31,Kids Cheese Pizza,Applebee's
265,240,11,Kid's Meals,14,Kids Chicken Tenders,Applebee's
266,215,36,Kid's Meals,4,Kids Chocolate Milk (1% 8oz),Applebee's
267,260,28,Kid's Meals,14,Kids Corn Dog,Applebee's
268,230,16,Kid's Meals,14,Kids Fried Shrimp,Applebee's
269,80,20,Kid's Meals,0,Kids Grape Juice (6.75 oz),Applebee's
270,610,51,Kid's Meals,36,Kids Grilled Cheese (Hawaiian bread),Applebee's
271,630,54,Kid's Meals,36,Kids Grilled Cheese (sourdough bread),Applebee's
272,230,23,Kid's Meals,5,Kids Grilled Chicken Sandwich,Applebee's
273,330,31,Kid's Meals,18,Kids Hot Dog,Applebee's
274,350,45,Kid's Meals,18,Kids Hot Fudge Sundae,Applebee's
275,300,45,Kid's Meals,9,Kids Kraft Macaroni and Cheese,Applebee's
276,130,14,Kid's Meals,4,Kids Milk (1% or 2% 8 oz),Applebee's
277,430,24,Kid's Meals,30,Kids Mini Cheeseburger – 1,Applebee's
278,740,47,Kid's Meals,46,Kids Mini Cheeseburgers – 2,Applebee's
279,390,23,Kid's Meals,27,Kids Mini Hamburger – 1,Applebee's
280,660,46,Kid's Meals,40,Kids Mini Hamburger – 2,Applebee's
281,70,17,Kid's Meals,0,Kids Orange-Tangerine Juice (6.75 oz),Applebee's
282,780,97,Kid's Meals,41,Kids OREO® Cookie Milkshake,Applebee's
283,360,43,Kid's Meals,19,Kids OREO® Cookie Sundae,Applebee's
284,360,60,Kid's Meals,7,Kids Pasta with Marinara Sauce,Applebee's
285,30,4,Kid's Meals,0,Kids Steamed Broccoli Side,Applebee's
286,260,31,Kid's Meals,14,Kids Strawberry Sundae,Applebee's
287,70,19,Kid's Meals,0,Kids Tropicana Fruit Punch (12 oz),Applebee's
288,230,24,Kid's Meals,14,Kids Vanilla Sundae,Applebee's
289,330,49,Kid's Meals,14,Kids Vanilla Sundae with Hershey’s Syrup,Applebee's
290,500,42,Sides,35,Loaded Baked Potato,Applebee's
291,550,41,Sides,42,Loaded Mashed Potatoes,Applebee's
292,1100,115,Desserts,63,Maple Butter Blondie,Applebee's
293,800,67,Chicken,30,Margherita Chicken,Applebee's
294,940,84,Appetizers,48,Mozzarella Sticks,Applebee's
295,1930,121,Seafood,138,New England Fish & Chips,Applebee's
296,480,1,Entrees,24,New York Strip,Applebee's
297,730,98,Seafood,17,Orange Glazed Salmon,Applebee's
298,1160,121,Sandwiches,60,Oriental Chicken Rollup,Applebee's
299,420,25,Salads,29,Oriental Chicken Salad,Applebee's
300,670,42,Salads,49,"Oriental Chicken Salad, Half",Applebee's
301,340,25,Salads,20,"Oriental Chicken Salad, Half w/o dressing",Applebee's
302,1340,85,Salads,98,"Oriental Chicken Salad, Regular",Applebee's
303,680,50,Salads,41,"Oriental Chicken Salad, Regular w/o dressing",Applebee's
304,430,36,Salads,21,Oriental Grilled Chicken Salad,Applebee's
305,680,55,Salads,40,"Oriental Grilled Chicken Salad, Half",Applebee's
306,340,38,Salads,9,"Oriental Grilled Chicken Salad, Half w/o dressing",Applebee's
307,1290,92,Salads,79,"Oriental Grilled Chicken Salad, Regular",Applebee's
308,590,58,Salads,19,"Oriental Grilled Chicken Salad, Regular w/o dressing",Applebee's
309,820,72,Salads,48,"Pecan-Crusted Chicken Salad, Half",Applebee's
310,580,53,Salads,31,"Pecan-Crusted Chicken Salad, Half w/o dressing",Applebee's
311,1350,114,Salads,80,"Pecan-Crusted Chicken Salad, Regular",Applebee's
312,880,76,Salads,46,"Pecan-Crusted Chicken Salad, Regular w/o dressing",Applebee's
313,1130,70,Burgers,67,Philly Burger,Applebee's
314,820,68,Appetizers,41,Pork Wonton Tacos,Applebee's
315,1090,66,Appetizers,103,Potato Skins,Applebee's
316,970,81,Appetizers,60,Potato Twisters,Applebee's
317,1520,116,Entrees,90,Provolone-Stuffed Meatballs with Fettuccine,Applebee's
318,1240,44,Burgers,103,Quesadilla Burger,Applebee's
319,1330,114,Appetizers,82,Queso Blanco,Applebee's
320,1440,118,Appetizers,89,Queso Blanco with chili,Applebee's
321,290,48,Sides,6,Red Beans & Rice,Applebee's
322,670,3,Entrees,47,Ribeye,Applebee's
323,1295,103,Chicken,73,Riblet and Chicken Tenders Basket,Applebee's
324,160,28,Kid's Meals,2,1% Lowfat Chocolate Milk*,Arby's
325,120,12,Kid's Meals,4.5,2% Reduced Fat White Milk*,Arby's
326,640,47,Sandwiches,35,Angus Cool Deli Sandwich,Arby's
327,620,41,Wraps,36,Angus Cool Deli Wrap,Arby's
328,660,46,Sandwiches,33,Angus Three Cheese & Bacon Sandwich,Arby's
329,440,68,Desserts,17,Apple Turnover,Arby's
330,80,21,Kid's Meals,0,Applesauce,Arby's
331,390,39,Sandwiches,16,Arby’s Melt,Arby's
332,15,3,Sandwiches,0,Arby’s Sauce® Adds,Arby's
333,520,43,Sandwiches,26,Bacon Beef ‘n Cheddar,Arby's
334,450,34,Breakfast,26,"Bacon, Egg & Cheese Biscuit",Arby's
335,450,43,Sandwiches,21,Beef’n Cheddar Classic,Arby's
336,680,46,Sandwiches,37,Beef’n Cheddar Max,Arby's
337,550,43,Sandwiches,28,Beef’n Cheddar Mild,Arby's
338,10,1,Sides,1,Buffalo Dipping Sauce Adds,Arby's
339,80,21,Kid's Meals,0,CapriSun® Fruit Juice,Arby's
340,440,67,Desserts,17,Cherry Turnover,Arby's
341,600,53,Sandwiches,28,Chicken Bacon & Swiss – Crispy,Arby's
342,470,43,Sandwiches,19,Chicken Bacon & Swiss – Roast,Arby's
343,350,39,Breakfast,15,Chicken Biscuit*,Arby's
344,620,51,Chicken,30,Chicken Cordon Bleu – Crispy,Arby's
345,490,40,Chicken,21,Chicken Cordon Bleu – Roast,Arby's
346,420,54,Desserts,21,Chocolate Chunk Cookies (2),Arby's
347,570,98,Shakes,15,Chocolate Shake – Regular,Arby's
348,450,75,Shakes,12,Chocolate Shake – Small,Arby's
349,510,67,Desserts,25,Chocolate Turnover,Arby's
350,430,30,Salads,24,Chopped Farmhouse Chicken Salad – Crispy,Arby's
351,250,11,Salads,13,Chopped Farmhouse Chicken Salad – Roast,Arby's
352,70,4,Salads,5,Chopped Side Salad,Arby's
353,590,47,Sandwiches,37,Classic Italian Toasted Sub,Arby's
354,500,53,Sandwiches,21,Cravin’ Chicken Sandwich – Crispy,Arby's
355,370,42,Sandwiches,12,Cravin’ Chicken Sandwich – Roast,Arby's
356,270,33,Kid's Meals,14,Curly Fries – Kids,Arby's
357,710,87,French Fries,37,Curly Fries – Large,Arby's
358,600,74,French Fries,31,Curly Fries – Medium,Arby's
359,450,55,French Fries,24,Curly Fries – Small,Arby's
360,270,33,French Fries,14,Curly Fries – Value,Arby's
361,430,42,Sandwiches,19,Deluxe Bacon Cheddar,Arby's
362,450,51,Sandwiches,17,French Dip & Swiss/Au Jus,Arby's
363,300,37,Sandwiches,8,Ham & Swiss Melt,Arby's
364,270,22,Breakfast,14,"Ham, Egg & Cheese Croissant",Arby's
365,480,46,Breakfast,20,"Ham, Egg & Cheese Sourdough",Arby's
366,240,35,Kid's Meals,10,Homestyle Fries – Kids,Arby's
367,610,86,French Fries,26,Homestyle Fries – Large,Arby's
368,480,69,French Fries,21,Homestyle Fries – Medium,Arby's
369,360,52,French Fries,16,Homestyle Fries – Small,Arby's
370,140,5,Sides,13,Honey Dijon Mustard Sauce Adds,Arby's
371,50,3,Sandwiches,5,Horsey Sauce® Adds,Arby's
372,300,31,Sides,17,Jalapeno Bites® – (5),Arby's
373,470,49,Sides,27,Jalapeno Bites® – (8),Arby's
374,460,85,Shakes,15,Jamocha Oreo® Shake – Small,Arby's
375,630,115,Shakes,20,Jamocha Oreo® Swirl Shake – Regular,Arby's
376,570,97,Shakes,15,Jamocha Shake – Regular,Arby's
377,440,75,Shakes,12,Jamocha Shake – Small,Arby's
378,340,33,Sandwiches,17,Jr Chicken Sandwich,Arby's
379,350,60,Shakes,9,Jr Chocolate Shake,Arby's
380,270,25,Sandwiches,14,Jr Deluxe Sandwich,Arby's
381,210,26,Sandwiches,6,Jr Ham & Cheddar Sandwich,Arby's
382,350,60,Shakes,9,Jr Jamocha Shake,Arby's
383,210,24,Kid's Meals,8,Jr Roast Beef,Arby's
384,210,24,Sandwiches,8,Jr Roast Beef Sandwich,Arby's
385,290,45,Shakes,9,Jr Vanilla Shake,Arby's
386,350,32,Sides,21,Loaded Potato Bites® – (5),Arby's
387,570,51,Sides,34,Loaded Potato Bites® – (8),Arby's
388,440,39,Sides,23,Mozzarella Sticks – (4),Arby's
389,660,59,Sides,34,Mozzarella Sticks – (6),Arby's
390,300,36,Breakfast,15,Outside-In Cinnamon Bites™,Arby's
391,260,28,Kid's Meals,15,Potato Cakes (2),Arby's
392,260,28,Sides,15,Potato Cakes (2),Arby's
393,390,42,Sides,23,Potato Cakes (3),Arby's
394,510,57,Sides,30,Potato Cakes (4),Arby's
395,360,31,Chicken,17,Prime-Cut™ Chicken Tenders (3),Arby's
396,610,52,Chicken,28,Prime-Cut™ Chicken Tenders (5),Arby's
397,240,21,Kid's Meals,11,Prime-Cut™ Chicken Tenders – (2),Arby's
398,160,2,Sides,16,Ranch Dipping Sauce Adds,Arby's
399,700,64,Sandwiches,32,Reuben Sandwich,Arby's
400,360,37,Sandwiches,14,Roast Beef Classic,Arby's
401,610,46,Sandwiches,29,Roast Beef Max,Arby's
402,470,38,Sandwiches,22,Roast Beef Mild,Arby's
403,460,41,Sandwiches,18,Roast Chicken Club,Arby's
404,710,78,Sandwiches,28,Roast Turkey & Swiss Sandwich,Arby's
405,500,42,Wraps,24,Roast Turkey & Swiss Wrap,Arby's
406,810,78,Sandwiches,36,"Roast Turkey, Ranch & Bacon Sandwich",Arby's
407,600,42,Wraps,32,"Roast Turkey, Ranch & Bacon Wrap",Arby's
